xxx
CALIB FIFO and ADC clk delay:
All channels enabled
i: 0| 0 0 1 1 0 -1 1 0 0 0 0 0 0 -1 0 0 0 -1 1 0 0 0 -1 0 0 0 0 0 0 0 0 0 -1 0 0 -1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 -2 -1 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 1| 0 0 0 0 -1 -1 1 -1 -1 0 0 -1 0 0 0 0 0 -1 0 0 0 0 1 0 0 0 1 0 -1 0 -2 0 0 0 0 0 0 0 0 0 -1 0 0 -1 0 0 1 0 -1 0 -2 0 0 0 0 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 2| 1 0 0 0 -2 -1 0 0 0 0 1 -1 1 0 0 0 0 0 0 0 1 0 0 0 -2 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 3| 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 -1 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 0 0 1 0 -1 0 -1 0 -1 0 -2 0 -1 0 0 0 0 0 0 0 0 0 0 -1 0 0 1 0 1 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 4| 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 1 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 -1 0 0 -1 0 -1 1 0 0 0 -2 0 0 0 0 0 1 0 1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 0| 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 0 0 0 0 -1 0 0 0 0 1 -1 0 0 -1 0 0 -1 -1 0 0 0 -2 0 -1 0 0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 1| 0 0 1 -1 -1 0 -2 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 1 0 -1 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 1 0 -1 0 1 0 0 0 1 0 1 0 -2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 2| 0 0 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 1 0 0 -1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 -1 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 3| 0 0 0 0 -1 0 1 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 1 0 0 0 0 0 -1 0 0 1 1 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 4| 1 0 0 0 -1 -1 1 0 0 0 0 0 -1 0 0 -1 0 -1 0 0 0 1 1 -1 0 0 0 -1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 0 0 0 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 0| 1 0 0 0 -2 0 0 0 0 0 1 0 0 0 -1 0 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 -2 0 0 0 1 0 0 1 -2 0 0 0 1 0 0 -1 -2 0 -1 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 1| 0 0 0 0 0 0 0 -1 1 0 0 0 -1 1 1 0 0 0 -2 0 0 0 1 0 -1 0 -2 0 0 0 0 0 1 0 1 0 0 0 -2 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 2| 1 0 0 1 -2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 -1 0 0 0 0 0 0 0 0 1 0 -1 0 -1 0 0 0 -1 0 0 0 -2 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 3| 1 -1 0 0 -2 0 0 0 0 0 1 0 0 0 -1 0 0 0 -1 0 0 0 0 -1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 0 0 0 -2 0 -1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 4| 1 0 0 0 -2 -1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 -1 0 0 0 -2 0 0 0 1 0 0 0 -2 0 -1 0 0 0 0 -1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 0| 0 0 1 0 0 0 1 0 0 0 0 0 0 0 -1 0 1 1 -1 0 -2 0 0 1 0 0 -1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 -1 0 -1 0 -2 0 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 1| 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 1 -1 -1 0 -2 0 0 0 1 0 0 -1 -1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 2| 0 0 0 0 -1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 -1 -1 1 0 0 0 0 0 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 3| 0 0 0 0 -1 0 1 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 -2 0 -1 0 0 0 0 0 1 0 0 0 -1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 4| 1 0 0 0 -1 -1 1 0 -2 0 1 0 0 0 0 0 0 -1 0 0 0 0 -1 0 0 0 1 -1 0 0 0 0 0 0 1 0 0 -1 0 0 0 0 0 -1 1 0 -1 0 -2 0 -1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 0| 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 0 1 0 1 0 -1 0 0 0 -1 0 0 -1 -2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 1| 0 1 1 0 0 0 0 -1 1 0 0 0 -2 0 0 0 1 0 0 -1 -1 0 0 0 -2 0 -1 0 0 0 -1 0 0 0 0 0 0 -1 -1 0 1 0 0 0 -2 -1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 2| 0 0 -2 0 -1 -1 1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 1 0 0 -1 0 0 -1 0 0 1 0 -1 0 -1 0 0 0 -2 0 0 0 1 0 0 -1 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 3| 1 0 0 0 -1 0 1 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 0 -2 0 0 0 0 0 0 0 1 0 1 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 4| 0 0 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 1 1 0 0 -2 1 1 0 0 0 0 0 0 0 0 0 1 0 0 0 -2 0 -1 -1 1 0 0 0 -2 0 -1 0 0 0 0 -1 0 0 -1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 0| 0 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 -1 -1 0 1 -1 -1 0 -2 0 0 0 0 0 1 0 1 0 0 0 -2 0 0 -1 0 -1 -1 0 0 0 -1 -1 0 0 0 0 1 0 0 0 -2 0 -1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 1| 1 0 0 0 -2 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 1 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 2| 1 0 0 0 -2 0 0 1 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0 -1 0 0 0 -1 0 -1 0 1 0 0 1 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 3| 0 0 0 0 -1 -1 1 0 -1 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 1 0 0 0 -1 0 0 0 -2 0 0 0 0 -1 0 1 1 -1 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 4| 0 0 0 0 0 0 0 1 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 0 0 1 0 1 -1 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 -1 -1 0 0 0 -2 0 -1 0 0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 0| 1 0 0 0 -1 -1 1 1 -1 0 0 0 0 0 0 -1 0 0 0 1 1 0 1 0 0 0 0 -1 -1 0 1 0 0 0 0 0 0 1 1 0 0 0 -2 0 -1 0 1 0 -1 0 -2 0 0 0 0 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 1| 1 0 0 -1 -2 0 0 0 1 0 1 0 -2 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 -1 0 -1 0 0 0 1 0 -1 -1 -2 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 2| 1 0 0 0 -2 -1 0 0 0 0 1 0 1 0 0 -1 0 0 0 0 0 0 0 0 1 0 1 0 -2 0 0 0 1 0 0 -1 -1 0 0 1 -2 0 -1 -1 1 0 0 0 -2 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 3| 1 0 0 0 -2 0 0 0 0 0 1 0 0 0 -1 0 0 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 -1 -2 0 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 4| 0 -1 0 0 -1 -1 1 0 0 0 1 -1 -1 0 -2 -1 0 0 0 0 0 0 0 0 -1 0 0 -1 0 0 0 0 -1 0 1 0 0 1 -1 0 0 0 -2 -1 -1 0 0 0 0 -1 0 0 0 0 0 0 0 0 1 0 1 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 0| 0 0 0 0 0 -1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 1 -2 0 1 -1 0 0 -1 0 0 -1 0 -1 0 0 0 1 0 1 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 1| -2 0 1 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 -1 0 1 1 -1 0 -2 -1 -1 0 0 0 -1 0 0 0 0 0 1 -1 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 -1 0 0 1 0 -1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 2| 0 0 0 0 -1 0 1 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 1 0 0 0 -2 0 -1 0 1 0 0 0 -2 0 0 0 0 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 3| 0 0 -2 0 0 -1 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 -1 0 0 0 0 0 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 4| 1 0 0 0 -2 0 -1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 1 0 1 0 -1 -1 -2 0 0 -1 1 -1 0 0 -1 0 0 0 -1 0 0 0 -2 -1 0 0 0 0 0 -1 1 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 0| 1 1 0 0 -2 0 0 0 0 -1 1 0 0 -1 0 -1 0 0 0 -1 1 0 0 0 0 0 1 0 0 0 -1 0 0 0 1 0 0 0 -1 0 1 0 -1 -1 -1 0 0 0 -2 0 -1 0 0 0 0 0 0 0 0 0 1 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 1| 0 0 0 0 0 0 0 0 -1 0 0 0 -1 -1 1 -1 0 0 -2 0 0 0 1 0 -1 0 -2 0 0 -1 0 -1 0 0 1 0 0 0 -2 0 1 -1 0 0 0 0 0 0 -1 0 1 0 0 0 -1 0 0 0 -1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 2| 0 0 1 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 -1 0 0 0 0 -1 1 0 0 0 -1 0 0 0 1 0 -1 0 -2 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 3| 1 0 0 -1 -1 0 0 0 -2 0 1 0 0 -1 0 -1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 -1 0 0 1 0 0 0 0 0 0 0 -1 0 1 0 0 0 -2 -1 -1 0 0 0 -1 0 0 0 0 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 4| 1 0 0 0 -1 0 0 0 -1 0 1 -1 -2 0 -1 0 0 0 0 0 0 0 0 0 0 0 1 -1 0 0 0 0 1 0 0 0 -2 0 -1 0 0 0 -1 -1 1 0 -1 0 -2 0 -1 0 0 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 0| 0 0 0 0 1 -1 0 0 -2 0 1 0 0 -1 0 -1 0 0 1 0 0 0 0 0 0 0 1 -1 1 0 -1 0 -1 -1 -1 0 -2 0 0 0 0 0 -1 -1 1 0 -1 -1 -2 0 -1 0 0 0 0 0 0 0 -1 0 1 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 1| 0 0 -2 0 0 -1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 -1 0 0 0 -1 0 -1 0 0 0 0 -1 1 0 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 1 0 0 0 -2 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 2| 0 0 -2 0 -1 -1 1 0 -1 0 1 -1 -1 0 -2 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 1 0 0 0 -1 0 0 0 -1 0 -1 -1 -2 0 0 0 1 -1 1 1 -1 0 0 -1 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 3| 1 0 -1 0 -2 -1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 1 -1 -1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 4| 0 0 0 0 -1 0 1 0 -1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 -1 0 0 0 -2 0 0 0 1 0 0 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
i: 0| 0 0 0 0 -1 -1 1 0 0 0 0 -1 0 0 0 0 0 1 0 0 0 -1 1 0 -1 0 0 -1 0 0 0 -1 0 0 0 0 0 -1 0 0 -1 -1 0 -1 -1 0 1 0 -1 0 -2 0 0 0 1 0 0 0 -1 0 -1 0 -2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
